sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display,image_path,section,section_order,group_title,group_order,verified,category
CR4800,Uplift Bleach Kit,'075285016282,29,Dark & Lovely,DLO,28,5.94,(6/cs),pages/chemical-upc-v3/CR4800.jpg,,,,,yes,Chemical
CR422-6,Healthy Gloss Shea Moisture No-Lye Relaxer Kit Super,'072790004223,1,Dark & Lovely,DLO,28,6.62,(6/cs),pages/chemical-upc-v3/CR422-6.jpg,,,,,yes,Chemical
CR869,Go Intense Permanent Hair Color Super Black 1,'075285008690,17,Dark & Lovely,DLO,28,4.79,(12/cs),pages/chemical-upc-v3/CR869.jpg,,,,,yes,Chemical
CR870,"Go Intense Ultra Vibrant Permanent Hair Color, Original Black",'075285008706,21,Dark & Lovely,DLO,28,4.79,120g (12/cs),pages/chemical-upc-v3/CR870.jpg,,,,,yes,Chemical
CR874,Go Intense Permanent Hair Color Spicy Red 66,'075285008744,19,Dark & Lovely,DLO,28,4.79,,pages/chemical-upc-v3/CR874.jpg,,,,,yes,Chemical
CR892,Go Intense Permanent Hair Color Golden Blonde 10,'075285008928,18,Dark & Lovely,DLO,28,4.79,(12/cs),pages/chemical-upc-v3/CR892.jpg,,,,,yes,Chemical
CR893,Go Intense! Ultra Vibrant Permanent Hair Color,'075285011447,20,Dark & Lovely,DLO,28,4.79,207g (12/cs),pages/chemical-upc-v3/CR893.webp,,,,,yes,Chemical
CR875,"SoftSheen-Carson Go Intense Ultra Vibrant Color, Passion Plum 68",'075285013731,28,Dark & Lovely,DLO,28,4.79,(12/cs),pages/chemical-upc-v3/CR875.jpg,,,,,yes,Chemical
CR326,"SoftSheen-Carson Fade Resist Rich Conditioning Hair Color, Berry Bergundy",'075285012567,24,Dark & Lovely,DLO,28,4.69,227g,pages/chemical-upc-v3/CR326.jpg,,,,,yes,Chemical
CR371,Fade Resist Permanent Hair Color 371 Jet Black,'072790003714,7,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR371.jpg,,,,,yes,Chemical
CR372,Fade Resist Permanent Hair Color 401 Natural Black,'072790003721,4,Dark & Lovely,DLO,28,4.69,,pages/chemical-upc-v3/CR372.jpg,,,,,yes,Chemical
CR373,Fade Resist Permanent Hair Color 373 Brown Sable,'072790003738,8,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR373.jpg,,,,,yes,Chemical
CR374,Fade Resist Rich Conditioning Color 374Rich Auburn,'072790003745,11,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR374.jpg,,,,,yes,Chemical
CR376,"SoftSheen-Carson Fade Resist Rich Hair Color, 376 Red Hot Rhythm",'072790003769,23,Dark & Lovely,DLO,28,4.69,212g (12/cs),pages/chemical-upc-v3/CR376.jpg,,,,,yes,Chemical
CR377,"SoftSheen-Carson Fade Resist Rich Conditioning Hair Color, Sun Kissed Brown",'072790003776,26,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR377.jpg,,,,,yes,Chemical
CR380,"SoftSheen-Carson Fade Resist Rich Conditioning Hair Color, Chestnut Blonde",'072790003806,25,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR380.jpg,,,,,yes,Chemical
CR378,Fade Resist Permanent Hair Color 378 Honey Blonde,'072790003783,6,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR378.jpg,,,,,yes,Chemical
CR379,Fade Resist Rich Conditioning Color Golden Bronze,'072790003790,14,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR379.jpg,,,,,yes,Chemical
CR382,"SoftSheen-Carson Fade-Resistant Rich Conditioning Permanent Hair Color, 382 Midnight Blue",'072790003820,27,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR382.jpg,,,,,yes,Chemical
CR384,Fade Resist Permanent Hair Color Hi Lift 384 Light Golden Blonde,'072790003844,5,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR384.jpg,,,,,yes,Chemical
CR386,"Fade Resist Permanent Hair Color, 386 Brown Sugar, 1 Application",'072790003868,9,Dark & Lovely,DLO,28,4.69,226g (12/cs),pages/chemical-upc-v3/CR386.jpg,,,,,yes,Chemical
CR391,"Fade Resist Rich Conditioning Hair Color, Brown Cinnamon",'075285000281,12,Dark & Lovely,DLO,28,4.69,233g (12/cs),pages/chemical-upc-v3/CR391.jpg,,,,,yes,Chemical
CR394,Fade Resist Permanent Hair Color 394 Vivacious Red,'075285000328,10,Dark & Lovely,DLO,28,4.69,226g (12/cs),pages/chemical-upc-v3/CR394.jpg,,,,,yes,Chemical
CR396,Fade Resist Hair Color Luminous Blonde 396,'075285000267,2,Dark & Lovely,DLO,28,4.69,(12/cs),pages/chemical-upc-v3/CR396.jpg,,,,,yes,Chemical
CR362,"Fade Resist Rich Conditioning Hair Color, Crimson Moon",'075285015957,13,Dark & Lovely,DLO,28,4.69,6.2oz,pages/chemical-upc-v3/CR362.jpg,,,,,yes,Chemical
CR401,Fade Resist Rich Conditioning Hair Color Hazelnut Brown,'075285015971,15,Dark & Lovely,DLO,28,4.69,250g,pages/chemical-upc-v3/CR401.jpg,,,,,yes,Chemical
ST955-6B,Marcel Curling Wax,,1,Dax,DAX,29,,3.5oz (12/cs),,,,,,yes,Chemical
NP172,Moisturizing Growth Shampoo,'649010751726,2,Doo Gro,DGR,30,4.86,10oz (12/cs),pages/chemical-upc-v3/NP172.jpg,,,,,yes,Chemical
NP430,Mega Long Extreme Strengthening Hair Lotion,'649010404301,20,Doo Gro,DGR,30,5.31,,pages/chemical-upc-v3/NP430.jpg,,,,,no,Chemical
NP440,Mega Long Extreme Strengthening Detangling Spray,'649010404400,18,Doo Gro,DGR,30,4.86,,pages/chemical-upc-v3/NP440.jpg,,,,,no,Chemical
NP450,Mega Long Extreme Strengthening Hair Oil,'649010404509,16,Doo Gro,DGR,30,4.86,,pages/chemical-upc-v3/NP450.jpg,,,,,no,Chemical
NP163,Hair Vitalizer Triple Strength For Severely Damaged Hair,'649010751634,28,Doo Gro,DGR,30,4.75,4oz,pages/chemical-upc-v3/NP163.jpg,,,,,no,Chemical
NP175,Growth Repair Conditioner,'649010751757,6,Doo Gro,DGR,30,4.75,10oz,pages/chemical-upc-v3/NP175.jpg,,,,,no,Chemical
NP155B,Med Mega Thick,'679010751554,22,Doo Gro,DGR,30,,,,,,,,no,Chemical
NP170B,Shampoo Tingl Grow,,3,Doo Gro,DGR,30,,,,,,,,no,Chemical
NP105,Mega Thick Anti Thinning Conditioner,'649010751054,7,Doo Gro,DGR,30,4.99,10oz (12/cs),pages/chemical-upc-v3/NP105.jpg,,,,,yes,Chemical
NP180,Growth Leave-In Treatment,'649010751801,5,Doo Gro,DGR,30,4.75,10oz (12/cs),pages/chemical-upc-v3/NP180.jpg,,,,,yes,Chemical
NP135B,Growth Lotion Mega Thick,'649010751352,10,Doo Gro,DGR,30,,12oz (12/cs),,,,,,yes,Chemical
NP133,Triple Strength Anti-Breakage Growth Lotion,'649010751344,15,Doo Gro,DGR,30,5.63,12oz (12/cs),pages/chemical-upc-v3/NP133.jpg,,,,,yes,Chemical
NP112,Mega Thick Leave-In Strengthener,'649010751122,8,Doo Gro,DGR,30,6.09,10oz (12/cs),pages/chemical-upc-v3/NP112.jpg,,,,,yes,Chemical
NP140B,Triple Strength Anti Breakage Growth Detangler,'649010751405,14,Doo Gro,DGR,30,,10oz (12/cs),pages/chemical-upc-v3/NP140B.jpg,,,,,yes,Chemical
NP120,Hair Polish Shine Mist,'649010751207,19,Doo Gro,DGR,30,5.06,4.5oz (12/cs),pages/chemical-upc-v3/NP120.jpg,,,,,yes,Chemical
NP192,"Hair Oil, Mega Thick Formula",'649010751924,17,Doo Gro,DGR,30,4.86,4.5oz (12/cs),pages/chemical-upc-v3/NP192.jpg,,,,,yes,Chemical
NP190,Stimulating Hair Growth Oil,'649010751900,13,Doo Gro,DGR,30,4.86,4.5oz (12/cs),pages/chemical-upc-v3/NP190.jpg,,,,,yes,Chemical
NP191,Anti Itch Growth Oil,'649010751917,9,Doo Gro,DGR,30,4.86,4.5oz (12/cs),pages/chemical-upc-v3/NP191.jpg,,,,,yes,Chemical
NP309,Mega Long Extreme Reconstructor Ultimate Lengthening,'649010403090,11,Doo Gro,DGR,30,6.45,16oz (12/cs),pages/chemical-upc-v3/NP309.jpg,,,,,yes,Chemical
NP350,Mega Long Hair Vitalizer,'649010403502,24,Doo Gro,DGR,30,4.75,4oz (12/cs),pages/chemical-upc-v3/NP350.jpg,,,,,yes,Chemical
NP109,Mega Thick Rebuilding Intense Repair Thickening Treatment,'649010751092,12,Doo Gro,DGR,30,5.99,18oz (12/cs),pages/chemical-upc-v3/NP109.jpg,,,,,yes,Chemical
NP155,Hair Vitalizer Mega Thick Formula,'649010751559,26,Doo Gro,DGR,30,4.75,4oz,pages/chemical-upc-v3/NP155.jpg,,,,,yes,Chemical
NP167,Hair Vitalizer Anti-Itch Formula,'649010751672,25,Doo Gro,DGR,30,4.75,4oz (12/cs),pages/chemical-upc-v3/NP167.jpg,,,,,yes,Chemical
NP185,Deep Down Intense Penetrating Conditioner,'649010751856,4,Doo Gro,DGR,30,5.16,8oz (12/cs),pages/chemical-upc-v3/NP185.jpg,,,,,yes,Chemical
NP150,Hair Vitalizer Medicated Anti-Dandruff Creme Formula,'649010751504,21,Doo Gro,DGR,30,4.75,4oz (12/cs),pages/chemical-upc-v3/NP150.jpg,,,,,yes,Chemical
NP153,Medicated Hair Vitalizer Anti Dandruff Formula,'649010751535,23,Doo Gro,DGR,30,4.75,3.8oz (12/cs),pages/chemical-upc-v3/NP153.jpg,,,,,yes,Chemical
NP101,Mega Thick Anti-Thinning Formula Shampoo,'649010751016,1,Doo Gro,DGR,30,4.99,1.75oz,pages/chemical-upc-v3/NP101.jpg,,,,,yes,Chemical
NP160,Hair Vitalizer Extra Light Original Formula,'649010751603,27,Doo Gro,DGR,30,4.75,4oz (12/cs),pages/chemical-upc-v3/NP160.jpg,,,,,yes,Chemical
SOD21903,"Deep Conditioning Treatment, Regular",'802535219038,1,Dr. Miracle's,DRM,31,1.08,1.75oz (12/cs),pages/chemical-upc-v3/SOD21903.jpg,,,,,yes,Chemical
SOD22003,Tingling Intensive Deep Conditioning Treatment - Super Strength,'897127000484,2,Dr. Miracle's,DRM,31,1.08,1.75oz (12/cs),pages/chemical-upc-v3/SOD22003.jpg,,,,,yes,Chemical
BTL011,Extreme Hold,'636227247906,8,Magic Collection,BTL,32,4.19,3oz (12/cs),pages/chemical-upc-v3/BTL011.jpg,,,,,yes,Chemical
BTL010,Edge Effect Professional Edge Control Gel 5+ Extreme Hold,'636227244707,2,Magic Collection,BTL,32,4.19,3.38oz (12/cs),pages/chemical-upc-v3/BTL010.jpg,,,,,yes,Chemical
BTL008,Coconut,'636227244745,7,Magic Collection,BTL,32,4.19,3oz (12/cs),pages/chemical-upc-v3/BTL008.jpg,,,,,yes,Chemical
BTL006S,Edgeffect Edge Control Gel,'636227244752,3,Magic Collection,BTL,32,1.99,1oz (12/cs),pages/chemical-upc-v3/BTL006S.jpg,,,,,yes,Chemical
BTL004S,Edgeffect Edge Control Gel,'636227244714,4,Magic Collection,BTL,32,1.99,1oz (12/cs),pages/chemical-upc-v3/BTL004S.jpg,,,,,yes,Chemical
BTL635,Magic Fiber Hair Building Fiber,'636227126355,9,Magic Collection,BTL,32,8.34,0.97oz,pages/chemical-upc-v3/BTL635.jpg,,,,,no,Chemical
BTL009,Edgeffect Edge Gel Extreme Hold Aloe/avocado/grape Seed,'636227244721,6,Magic Collection,BTL,32,4.19,100ml,pages/chemical-upc-v3/BTL009.jpg,,,,,no,Chemical
BTL007S,Edgeffect Edge Control Gel,'636227244738,5,Magic Collection,BTL,32,1.99,1oz,pages/chemical-upc-v3/BTL007S.jpg,,,,,no,Chemical
BTL013,Edge Effect Mega Hold,'636227247982,1,Magic Collection,BTL,32,1.99,,pages/chemical-upc-v3/BTL013.jpg,,,,,no,Chemical
HB577-6,Jamaican Black Castor Hair Oil,'045836005775,8,Hollywood Beauty,HBE,33,2.05,2oz (6/cs),pages/chemical-upc-v3/HB577-6.jpg,,,,,yes,Chemical
HB540-6,Argan Oil Hair Treatment From Morocco,'045836005409,1,Hollywood Beauty,HBE,33,5.42,3oz,pages/chemical-upc-v3/HB540-6.jpg,,,,,no,Chemical
HB554-6,Macadamia Oil,'045836005546,10,Hollywood Beauty,HBE,33,,2oz,pages/chemical-upc-v3/HB554-6.jpg,,,,,no,Chemical
HB557-6,Jamaican Black Castor Oil,'045836005577,7,Hollywood Beauty,HBE,33,2.92,88.7ml,pages/chemical-upc-v3/HB557-6.jpg,,,,,no,Chemical
HB571-6,Peppermint Hair Oil,'045836005713,11,Hollywood Beauty,HBE,33,2.29,2oz,pages/chemical-upc-v3/HB571-6.jpg,,,,,no,Chemical
HB571-6,Peppermint Hair Oil,'045836005713,12,Hollywood Beauty,HBE,33,2.29,2oz,pages/chemical-upc-v3/HB571-6.jpg,,,,,no,Chemical
HB590-6,"Tea Tree Hair, Skin & Scalp Treatment Premium Oil - 2 Fluid Ounce",'045836005904,3,Hollywood Beauty,HBE,33,2.29,,pages/chemical-upc-v3/HB590-6.jpg,,,,,no,Chemical
HB925-6,Castor Oil,'045836009254,5,Hollywood Beauty,HBE,33,,2oz,,,,,,no,Chemical
HB525-6,Olive Oil Scalp Treatment,'045836005256,2,Hollywood Beauty,HBE,33,2.05,2oz,pages/chemical-upc-v3/HB525-6.jpg,,,,,yes,Chemical
HB550-6,Carrot Oil,'045836005508,4,Hollywood Beauty,HBE,33,2.05,2oz,pages/chemical-upc-v3/HB550-6.jpg,,,,,yes,Chemical
HB551-6,Shea Oil,'045836005515,14,Hollywood Beauty,HBE,33,,2oz,pages/chemical-upc-v3/HB551-6.jpg,,,,,yes,Chemical
HB552-6,Coconut Oil,'045836005522,6,Hollywood Beauty,HBE,33,2.05,2oz,pages/chemical-upc-v3/HB552-6.jpg,,,,,yes,Chemical
HB555-6,Premium Hair & Skin Vitamin E Oil,'045836005553,13,Hollywood Beauty,HBE,33,2.05,2oz,pages/chemical-upc-v3/HB555-6.jpg,,,,,yes,Chemical
HB576-6,Jojoba Hair Oil,'045836005768,9,Hollywood Beauty,HBE,33,2.05,2oz,pages/chemical-upc-v3/HB576-6.jpg,,,,,yes,Chemical
SOG20501-6,No-Lye Conditioning Relaxer Gray Kit,'802535205017,3,Gentle Treatment,GTR,34,5.55,(8/cs),pages/chemical-upc-v3/SOG20501-6.jpg,,,,,yes,Chemical
SOG20300-6,Relaxer Kit Regular,'802535203013,4,Gentle Treatment,GTR,34,5.55,(6/cs),pages/chemical-upc-v3/SOG20300-6.jpg,,,,,yes,Chemical
SOG20200-6,No-Lye Conditioning Creme Relaxer Super - Twin Pack,'802535202023,2,Gentle Treatment,GTR,34,6.29,(6/cs),pages/chemical-upc-v3/SOG20200-6.jpg,,,,,yes,Chemical
SOG20100-6,No-Lye Conditioning Creme Relaxer Kit Twin Pack Regular,'802535201026,1,Gentle Treatment,GTR,34,6.29,(6/cs),pages/chemical-upc-v3/SOG20100-6.jpg,,,,,yes,Chemical
JSG56-1,Medicated Ointment For Dandruff,'310471010249,8,Glover's,GLO,35,8.65,3.5oz,pages/chemical-upc-v3/JSG56-1.jpg,,,,,no,Chemical
JSG61-1,S - Clinical Care Shampoo,'310471061104,3,Glover's,GLO,35,4.52,,pages/chemical-upc-v3/JSG61-1.jpg,,,,,no,Chemical
JSG63-1,Therapeutic Care Shampoo W/ Salicylic Acid #11,'310471063108,4,Glover's,GLO,35,4.52,4oz,pages/chemical-upc-v3/JSG63-1.jpg,,,,,no,Chemical
JSG60-1,Medicated Shampoo,'310471011116,2,Glover's,GLO,35,3.99,4oz (12/cs),pages/chemical-upc-v3/JSG60-1.jpg,,,,,yes,Chemical
JSG62-1,Conditioning Shampoo,'010471000058,1,Glover's,GLO,35,2.88,(12/cs),pages/chemical-upc-v3/JSG62-1.jpg,,,,,yes,Chemical
JSG54-1,Medicated Ointment For Dandruff,'310471010232,7,Glover's,GLO,35,3.86,1oz (12/cs),pages/chemical-upc-v3/JSG54-1.jpg,,,,,yes,Chemical
JSG50-1,Dandruff Control Medicine Regular Formula,'310471011437,6,Glover's,GLO,35,4.85,2.75oz (12/cs),pages/chemical-upc-v3/JSG50-1.jpg,,,,,yes,Chemical
JSG52-1,Dandruff Control Medicine Floral Fragrance,'310471011536,5,Glover's,GLO,35,4.85,2.75oz (12/cs),pages/chemical-upc-v3/JSG52-1.jpg,,,,,yes,Chemical
GOR31112,"Gel, Indestructible Punk Gorilla",'878971000042,2,Gorilla,GOR,36,2.49,9.52oz,pages/chemical-upc-v3/GOR31112.jpg,,,,,no,Chemical
GOR32608,Hair Gel Gorilla Punk Yellow,'878971000004,1,Gorilla,GOR,36,2.79,11.9oz (12/cs),pages/chemical-upc-v3/GOR32608.jpg,,,,,yes,Chemical
GOR30112-24,Snot Hair Gel Punk Tube (12in) Yellow,'878971000035,3,Gorilla,GOR,36,1.25,3oz (24/cs),pages/chemical-upc-v3/GOR30112-24.jpg,,,,,yes,Chemical
AV34145-24,Glued Styling Spiking Water Resistant Glue,'052336341456,2,GOT2B,GOT,37,2.05,1.25oz (24/cs),pages/chemical-upc-v3/AV34145-24.jpg,,,,,yes,Chemical
AV33149-6,Ultra Glued Invincible Styling Hair Gel,'052336331495,3,GOT2B,GOT,37,6.79,6oz (6/cs),pages/chemical-upc-v3/AV33149-6.jpg,,,,,yes,Chemical
AV33145-6,Glued Spiking Max Hold Hair Styling Glue Gel,'052336331457,1,GOT2B,GOT,37,6.79,6oz (6/cs),pages/chemical-upc-v3/AV33145-6.jpg,,,,,yes,Chemical
AV90929-24,2b Ultra Glued Invincible Styling Gel,'052336909298,4,GOT2B,GOT,37,2.05,1.25oz,pages/chemical-upc-v3/AV90929-24.jpg,,,,,no,Chemical
AV91202-6,Glued Blasting Freeze Spray,'052336912014,6,GOT2B,GOT,37,6.99,12oz (6/cs),pages/chemical-upc-v3/AV91202-6.jpg,,,,,yes,Chemical
AV91802-6,Glued Blasting Freeze Spray,'017000300450,5,GOT2B,GOT,37,2.59,2oz (6/cs),pages/chemical-upc-v3/AV91802-6.jpg,,,,,yes,Chemical
GA30001,Creme Conditioning No Lye Relaxer Regular,'743690030406,3,Hawaiian Silky,HSI,38,4.79,20oz,pages/chemical-upc-v3/GA30001.jpg,,,,,yes,Chemical
GA10018,"Dry Look Moisturizing Spray, Green",'721085200245,29,Hawaiian Silky,HSI,38,3.61,8oz (12/cs),pages/chemical-upc-v3/GA10018.jpg,,,,,no,Chemical
GA20004,No-Lye Neutralizing Shampoo,'721085200719,9,Hawaiian Silky,HSI,38,3.50,8oz,pages/chemical-upc-v3/GA20004.jpg,,,,,no,Chemical
GA30032,Oil Moisturizer 7 In 1,'743690030307,24,Hawaiian Silky,HSI,38,,,pages/chemical-upc-v3/GA30032.jpg,,,,,no,Chemical
GA20020B,Silky Cool Scalp,'743690030901,36,Hawaiian Silky,HSI,38,,14oz,pages/chemical-upc-v3/GA20020B.jpg,,,,,no,Chemical
GA8331,14-In-1 Miracles Balanced Apple Cider Vinegar,'743690083310,34,Hawaiian Silky,HSI,38,5.84,8oz,pages/chemical-upc-v3/GA8331.jpg,,,,,no,Chemical
GA8333-24,14 In 1 Miracles Natural Apple Cider Vinegar Extreme Edge,'743690083334,22,Hawaiian Silky,HSI,38,3.49,2.4oz,pages/chemical-upc-v3/GA8333-24.jpg,,,,,no,Chemical
GA30002,"No Lye Relaxer, Mild, Beige",'743690030413,6,Hawaiian Silky,HSI,38,4.79,20oz (12/cs),pages/chemical-upc-v3/GA30002.jpg,,,,,yes,Chemical
GA30003,Creme Conditioning No Lye Relaxer Super,'743690030420,4,Hawaiian Silky,HSI,38,4.79,20oz (12/cs),pages/chemical-upc-v3/GA30003.jpg,,,,,yes,Chemical
GA30007,"No Base Relaxer, Regular, White",'743690030437,5,Hawaiian Silky,HSI,38,4.69,20oz (12/cs),pages/chemical-upc-v3/GA30007.jpg,,,,,yes,Chemical
GA30008,"30008 No Base Relaxer, Mild, White",'743690030444,1,Hawaiian Silky,HSI,38,4.69,20oz (12/cs),pages/chemical-upc-v3/GA30008.jpg,,,,,yes,Chemical
GA30009,Creme Conditioning No Base Relaxer Super,'743690030451,2,Hawaiian Silky,HSI,38,4.69,20oz (12/cs),pages/chemical-upc-v3/GA30009.jpg,,,,,yes,Chemical
GA10008-24,"Gel Activator, Pink",'721085200108,21,Hawaiian Silky,HSI,38,3.39,8oz (24/cs),pages/chemical-upc-v3/GA10008-24.jpg,,,,,yes,Chemical
GA10009,Gel Activator,'743690030598,19,Hawaiian Silky,HSI,38,4.59,16oz (12/cs),pages/chemical-upc-v3/GA10009.jpg,,,,,yes,Chemical
GA10009,Gel Activator,'743690081286,20,Hawaiian Silky,HSI,38,4.59,16oz (12/cs),pages/chemical-upc-v3/GA10009.jpg,,,,,yes,Chemical
GA10010-24,"""Dry Look"" Gel Activator",'721085200115,17,Hawaiian Silky,HSI,38,3.39,8oz (24/cs),pages/chemical-upc-v3/GA10010-24.jpg,,,,,yes,Chemical
GA10011,Dry Look' Gel Activator,'743690030604,18,Hawaiian Silky,HSI,38,4.59,18oz (12/cs),pages/chemical-upc-v3/GA10011.jpg,,,,,yes,Chemical
GA10001,Curl Reconstructor,'743690030475,14,Hawaiian Silky,HSI,38,6.29,20oz (12/cs),pages/chemical-upc-v3/GA10001.jpg,,,,,yes,Chemical
GA10003,Curl Booster For Curls & Waves,'743690030611,27,Hawaiian Silky,HSI,38,6.99,18oz (12/cs),pages/chemical-upc-v3/GA10003.jpg,,,,,yes,Chemical
GA10005,"Neutralizing Solution, Yellow",'743690030581,35,Hawaiian Silky,HSI,38,4.69,16oz (12/cs),pages/chemical-upc-v3/GA10005.jpg,,,,,yes,Chemical
GA10014,Cream Moisturizer Curl Activator,'721085200832,26,Hawaiian Silky,HSI,38,5.47,16oz (12/cs),pages/chemical-upc-v3/GA10014.jpg,,,,,yes,Chemical
GA10025,Cream Moisturizer Curl Activator,'721085200221,25,Hawaiian Silky,HSI,38,4.79,8oz (12/cs),pages/chemical-upc-v3/GA10025.jpg,,,,,yes,Chemical
GA10015,14-In-1 Miracle Worker,'721085200283,32,Hawaiian Silky,HSI,38,3.89,8oz (12/cs),pages/chemical-upc-v3/GA10015.jpg,,,,,yes,Chemical
GA10016,Miracle Worker 14 In 1 Hair Treatment,'721085200825,15,Hawaiian Silky,HSI,38,5.29,18oz (12/cs),pages/chemical-upc-v3/GA10016.jpg,,,,,yes,Chemical
GA10017,14 In 1 Miracle Worker,'743690030345,33,Hawaiian Silky,HSI,38,10.27,32oz (6/cs),pages/chemical-upc-v3/GA10017.jpg,,,,,yes,Chemical
GA10013,Dry Look Moisturizing Spray,'743690025358,28,Hawaiian Silky,HSI,38,4.85,16oz (12/cs),pages/chemical-upc-v3/GA10013.jpg,,,,,yes,Chemical
GA10012,Moisturizer And Sheen Spray,'743690030505,30,Hawaiian Silky,HSI,38,4.85,16oz (12/cs),pages/chemical-upc-v3/GA10012.jpg,,,,,yes,Chemical
GA10019,"Moisturizing and Sheen Spray, White",'721085200238,31,Hawaiian Silky,HSI,38,3.99,8oz (12/cs),pages/chemical-upc-v3/GA10019.jpg,,,,,yes,Chemical
GA20001,Shampoo Neutral,'721085200214,10,Hawaiian Silky,HSI,38,3.83,8oz (12/cs),pages/chemical-upc-v3/GA20001.jpg,,,,,yes,Chemical
GA20018,Oil Moisturizer 7 In 1,'721085200429,23,Hawaiian Silky,HSI,38,6.21,16oz (12/cs),pages/chemical-upc-v3/GA20018.jpg,,,,,yes,Chemical
GA10031,14 In 1 Miracle Worker Shampoo,'743690081255,7,Hawaiian Silky,HSI,38,4.51,16oz (12/cs),pages/chemical-upc-v3/GA10031.jpg,,,,,yes,Chemical
GA10032,Miracle Worker 14 In 1 Hair Conditioner,'743690081262,13,Hawaiian Silky,HSI,38,4.51,16oz (12/cs),pages/chemical-upc-v3/GA10032.jpg,,,,,yes,Chemical
GA8332,Apple Cider Vinegar Conditioning Wash,'743690083327,11,Hawaiian Silky,HSI,38,5.84,12oz (12/cs),pages/chemical-upc-v3/GA8332.jpg,,,,,yes,Chemical
GA8334,14 In 1 Miracles Apple Cider Vinegar Leave-In Conditioner,'743690083341,12,Hawaiian Silky,HSI,38,5.19,8oz (12/cs),pages/chemical-upc-v3/GA8334.jpg,,,,,yes,Chemical
GA8335,Hair Yogurt Treatment,'743690083358,16,Hawaiian Silky,HSI,38,6.49,16oz (12/cs),pages/chemical-upc-v3/GA8335.jpg,,,,,yes,Chemical
GA8337,14-In-1 Miracles Charcoal Activated Shampoo,'743690083372,8,Hawaiian Silky,HSI,38,8.44,12oz (12/cs),pages/chemical-upc-v3/GA8337.jpg,,,,,yes,Chemical
CF12300-6,Intense Temporary Spray On Hair Color 60 Silver,'034044123005,13,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12300-6.jpg,,,,,yes,Chemical
CF12302-6,Beams Intense Temporary Spray On Hair Color 20 Black,'034044123029,2,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12302-6.jpg,,,,,yes,Chemical
CF12303-6,Intense Temporary Spray On Hair Color 40 Burgundy,'034044123036,11,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12303-6.jpg,,,,,yes,Chemical
CF12305-6,Intense Temporary Spray On Hair Color 50 Blonde,'034044123050,12,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12305-6.jpg,,,,,yes,Chemical
CF12306-6,Intense Temporary Spray On Hair Color 31 Brown,'034044123067,10,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12306-6.jpg,,,,,yes,Chemical
CF12308-6,Intense Temporary Spray On Hair Color 30 Brown Black,'034044123081,8,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12308-6.jpg,,,,,yes,Chemical
CF12308-6,Intense Temporary Spray On Hair Color 30 Brown Black,'034044123081,9,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12308-6.jpg,,,,,yes,Chemical
CF12311-6,Intense Temporary Spray On Hair Colour Honey Blonde,'034044123111,15,High Beams,CF,39,4.10,80ml (12/cs),pages/chemical-upc-v3/CF12311-6.jpg,,,,,yes,Chemical
CF12317-6,Color Thickener Temporary Spray-On Hair - Black,'034044123173,4,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12317-6.jpg,,,,,yes,Chemical
CF12319-6,Color Thickener Temporary Spray-On Hair,'034044123197,3,High Beams,CF,39,4.10,2.7oz (12/cs),pages/chemical-upc-v3/CF12319-6.jpg,,,,,yes,Chemical
CF12321-6,"Intense Temporary Spray Hair Color, 21 Wicked White",'034044123210,7,High Beams,CF,39,3.60,2.7oz (12/cs),pages/chemical-upc-v3/CF12321-6.jpg,,,,,yes,Chemical
CF12322-6,Beam Temporary Spray On Hair Color,'034044123227,1,High Beams,CF,39,3.60,2.7oz (12/cs),pages/chemical-upc-v3/CF12322-6.jpg,,,,,yes,Chemical
CF12323-6,Intense Temporary Spray - 23 Blue Hair Color,'034044123234,6,High Beams,CF,39,3.60,2.7oz (12/cs),pages/chemical-upc-v3/CF12323-6.jpg,,,,,yes,Chemical
CF00088-6,Root Cover-Up Temporary Spray - 36 Black,'034044000887,16,High Beams,CF,39,4.10,2.7oz (6/cs),pages/chemical-upc-v3/CF00088-6.jpg,,,,,yes,Chemical
